,Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec_x,Unnamed: 8_level_1,Opp,Opp_2,Tm_x,1stD,1stD_2,TotYd,TotYd_2,PassY,PassY_2,RushY,RushY_2,TO,TO_2,Offense,Defense,Sp. Tms,_x,key,Player,Tm_y,Cmp,Att,Att_2,Yds,Yds_2,Yds_3,TD,TD_2,TD_3,Int,Sk,Yds.1,Lng,Lng_2,Lng_3,Rate,Tgt,Rec_y,Fmb,FL,_y,Pos
1,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
20,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
21,13,Sun,November 28,4:00PM ET,boxscore,L,,,@,New York Giants,19.0,,19.0,17.0,303.0,374.0,176.0,328.0,127.0,46.0,1.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
20,14,Sun,December 5,4:00PM ET,boxscore,W,,,,Los Angeles Rams,10.0,,22.0,16.0,382.0,303.0,245.0,151.0,137.0,152.0,,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,15,Sun,December 12,4:00PM ET,boxscore,L,,,,Detroit Lions,21.0,,19.0,13.0,287.0,340.0,191.0,235.0,96.0,105.0,3.0,2.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,16,Sun,December 19,4:00PM ET,boxscore,W,OT,,@,Seattle Seahawks,27.0,,26.0,19.0,476.0,365.0,405.0,153.0,71.0,212.0,4.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
19,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
20,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
21,17,Sun,December 26,4:00PM ET,boxscore,W,,,,New York Giants,6.0,,20.0,16.0,333.0,293.0,189.0,215.0,144.0,78.0,2.0,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
0,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
1,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
5,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
6,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
7,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
8,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
9,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
10,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
11,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
13,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
14,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
15,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
16,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
17,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
18,18,Sun,January 2,1:00PM ET,boxscore,W,,,@,Atlanta Falcons,10.0,,22.0,16.0,395.0,270.0,278.0,189.0,117.0,81.0,,4.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
